title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y7) Question 868",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 869",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 870",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,88,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 871",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 872",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 873",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,12,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 874",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 875",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 876",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,43,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 877",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 878",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 879",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,33,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 880",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 881",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 882",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,87,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 883",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 884",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 885",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,77,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 886",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 887",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 888",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,50,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 889",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 890",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 891",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,31,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 892",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 893",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 894",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,22,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 895",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 896",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 897",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,63,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 898",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 899",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 900",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,16,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 901",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 902",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 903",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,42,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 904",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 905",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 906",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,50,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 907",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 908",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 909",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",9,,,,,,,,,,,,,90,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 910",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 911",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 912",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",12,,,,,,,,,,,,,21,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 913",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 914",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 915",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",3,,,,,,,,,,,,,71,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 916",MULTIPLE_CHOICE,EASY,cmesxd5150017txcf7u9efawl,"This is a sample multiple choice question for Integrated Science & Inquiry (Y7).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 917",TRUE_FALSE,MEDIUM,cmesxd5150017txcf7u9efawl,"This is a sample true false question for Integrated Science & Inquiry (Y7).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
"Integrated Science & Inquiry (Y7) Question 918",NUMERIC,HARD,cmesxd5150017txcf7u9efawl,"This is a sample numeric question for Integrated Science & Inquiry (Y7).",6,,,,,,,,,,,,,87,0.1,"Sample explanation for Integrated Science & Inquiry (Y7).","Sample hint for Integrated Science & Inquiry (Y7)."
